id,retweet_count,favorite_count
729823566028484608,1117,3629
729463711119904772,2078,5291
729113531270991872,287,1733
728986383096946689,731,2874
728760639972315136,1532,4262
728751179681943552,614,2520
728653952833728512,942,3042
728409960103686147,1815,4485
728387165835677696,874,3406
728046963732717569,1074,3911
728035342121635841,1499,4132
728015554473250816,986,3766
727685679342333952,569,2707
727644517743104000,1582,5354
727524757080539137,1075,4089
727314416056803329,670,3054
727286334147182592,742,2813
727175381690781696,1235,3579
727155742655025152,1194,3311
726935089318363137,2192,6258
726887082820554753,1360,3515
726828223124897792,910,3290
726224900189511680,1039,4065
725842289046749185,2402,6502
725786712245440512,1235,3827
725729321944506368,1600,4767
725458796924002305,553,1297
724983749226668032,1158,3424
724771698126512129,565,2139
724405726123311104,1503,4842
724049859469295616,1612,3957
724046343203856385,511,2450
724004602748780546,1386,3819
723912936180330496,1120,3570
723688335806480385,2631,7001
723673163800948736,812,2777
723179728551723008,1679,4838
722974582966214656,1425,3740
722613351520608256,1488,4553
721503162398597120,1633,4200
721001180231503872,549,2330
720785406564900865,697,2846
720775346191278080,562,2245
720415127506415616,1350,3772
720389942216527872,2250,5832
720340705894408192,871,2611
720059472081784833,1013,3536
720043174954147842,1811,4551
719991154352222208,1585,4458
719704490224398336,1289,4160
719551379208073216,1704,4629
719367763014393856,685,2592
719339463458033665,1113,4067
719332531645071360,849,3175
718971898235854848,978,3190
718939241951195136,1573,4782
718631497683582976,7178,17243
718613305783398402,425,2243
718540630683709445,917,2237
718460005985447936,473,2494
718454725339934721,1369,4486
718246886998687744,445,1750
718234618122661888,910,3543
717841801130979328,541,2266
717790033953034240,981,2625
717537687239008257,1652,5284
717428917016076293,403,1471
717421804990701568,752,2874
717047459982213120,1729,5774
717009362452090881,865,2965
716802964044845056,1044,3939
716791146589110272,1453,7711
716730379797970944,394,1132
716447146686459905,5271,11916
716439118184652801,189,2183
716285507865542656,962,2540
716080869887381504,1698,6210
715928423106027520,788,2915
715758151270801409,1278,3394
715733265223708672,1517,4251
715704790270025728,509,2550
715696743237730304,1156,3599
715680795826982913,1435,3940
715360349751484417,1404,5011
715342466308784130,619,2778
715220193576927233,581,2203
715200624753819648,1675,4728
715009755312439296,1100,3800
714982300363173890,927,3408
714962719905021952,3819,6703
714957620017307648,1273,3792
714631576617938945,891,3002
714606013974974464,823,3328
714485234495041536,1005,2439
714258258790387713,666,2804
714251586676113411,757,3015
714214115368108032,796,2102
714141408463036416,1272,3991
713919462244790272,718,3025
713909862279876608,480,1739
713900603437621249,655,2601
713761197720473600,1232,4430
713411074226274305,1177,4073
713177543487135744,2583,6607
713175907180089344,1324,4062
712809025985978368,6041,17451
712717840512598017,4490,11262
712668654853337088,1096,3810
712438159032893441,1405,4884
712309440758808576,24,221
712097430750289920,927,3442
712092745624633345,806,2689
712085617388212225,433,2995
712065007010385924,564,2062
711998809858043904,120,0
711968124745228288,2079,7377
711743778164514816,904,2604
711732680602345472,3672,8035
711694788429553666,16525,30105
711652651650457602,819,3522
711363825979756544,1012,3303
711306686208872448,674,3036
711008018775851008,555,2730
710997087345876993,1255,4191
710844581445812225,607,2343
710833117892898816,474,2455
710658690886586372,512,2128
710609963652087808,2148,4410
710588934686908417,1689,4160
710296729921429505,665,2184
710283270106132480,476,1982
710272297844797440,1134,4128
710269109699739648,1008,2189
710153181850935296,805,2672
710140971284037632,798,2511
710117014656950272,1776,5003
709918798883774466,989,3214
709901256215666688,92,602
709852847387627521,1080,3216
709566166965075968,1067,3239
709556954897764353,972,3009
709519240576036864,218,1379
709449600415961088,516,2017
709409458133323776,615,2416
709225125749587968,519,2196
709207347839836162,5156,11355
709198395643068416,587,2257
709179584944730112,605,1846
709158332880297985,362,1871
709042156699303936,1470,4308
708853462201716736,591,1660
708845821941387268,798,2731
708834316713893888,448,1546
708810915978854401,6222,15141
708738143638450176,733,2526
708711088997666817,637,2324
708479650088034305,616,2337
708469915515297792,726,2837
708400866336894977,9008,14583
708356463048204288,1191,3286
708349470027751425,674,2181
708149363256774660,1404,3970
708130923141795840,779,3080
708119489313951744,892,2463
708109389455101952,497,1790
708026248782585858,1741,4050
707995814724026368,1006,2851
707983188426153984,2,45
707969809498152960,864,2478
707776935007539200,868,2999
707741517457260545,550,2281
707738799544082433,2190,3715
707693576495472641,914,3105
707629649552134146,781,2351
707610948723478529,5681,15510
707420581654872064,626,2060
707411934438625280,541,2109
707387676719185920,1138,3195
707377100785885184,971,2998
707315916783140866,575,2278
707297311098011648,706,2573
707059547140169728,617,2390
707038192327901184,713,2009
707021089608753152,1217,3710
707014260413456384,537,2099
706904523814649856,7088,13354
706901761596989440,519,1872
706681918348251136,885,3013
706644897839910912,978,2332
706593038911545345,577,1977
706538006853918722,1283,3176
706516534877929472,927,2862
706346369204748288,838,3154
706310011488698368,7085,19418
706291001778950144,432,1561
706265994973601792,844,2506
706169069255446529,1997,3568
706166467411222528,1438,4701
706153300320784384,343,1353
705975130514706432,656,2850
705970349788291072,790,2905
705898680587526145,493,2172
705786532653883392,465,1787
705591895322394625,1015,2881
705475953783398401,820,2724
705442520700944385,1453,4042
705428427625635840,1512,3484
705239209544720384,674,2754
705223444686888960,710,2360
705102439679201280,472,1953
705066031337840642,554,2001
704871453724954624,1009,3938
704859558691414016,474,2062
704847917308362754,1357,4672
704819833553219584,893,2427
704761120771465216,2611,6097
704499785726889984,895,2641
704491224099647488,70,688
704480331685040129,974,3130
704364645503647744,3212,7294
704347321748819968,311,1435
704134088924532736,409,1376
704113298707505153,518,1704
704054845121142784,838,2669
703774238772166656,403,1692
703769065844768768,1014,2986
703631701117943808,594,2352
703611486317502464,1372,3522
703425003149250560,1214,3477
703407252292673536,622,2247
703382836347330562,1023,3199
703356393781329922,343,1753
703268521220972544,492,1816
703079050210877440,2787,6773
703041949650034688,11243,24215
702932127499816960,646,2356
702899151802126337,409,1478
702684942141153280,962,2960
702671118226825216,504,2002
702598099714314240,3115,11267
702539513671897089,862,2627
702332542343577600,1379,2918
702321140488925184,947,3010
702276748847800320,693,2271
702217446468493312,1216,4368
701981390485725185,885,3145
701952816642965504,924,3528
701889187134500865,1249,3228
701805642395348998,1501,3101
701601587219795968,416,1915
701570477911896070,835,2561
701545186879471618,548,2443
701214700881756160,4605,11213
700890391244103680,507,2030
700864154249383937,554,2386
700847567345688576,449,2260
700796979434098688,854,2239
700747788515020802,8389,20907
700518061187723268,719,2380
700505138482569216,520,2086
700462010979500032,1621,3768
700167517596164096,651,2415
700151421916807169,603,2043
700143752053182464,2421,6875
700062718104104960,607,2437
700029284593901568,525,1902
700002074055016451,1196,3008
699801817392291840,844,2759
699788877217865730,467,2045
699779630832685056,1102,2483
699775878809702401,535,1794
699691744225525762,4131,9395
699446877801091073,2378,5469
699434518667751424,463,2011
699423671849451520,287,1243
699413908797464576,568,1916
699370870310113280,388,1739
699323444782047232,783,2879
699088579889332224,555,2064
699079609774645248,568,2241
699072405256409088,1072,2697
699060279947165696,1609,3408
699036661657767936,1086,2390
698989035503689728,871,3061
698953797952008193,820,2468
698907974262222848,550,2329
698710712454139905,614,2256
698703483621523456,333,1307
698635131305795584,309,1191
698549713696649216,557,2147
698355670425473025,394,1695
698342080612007937,867,2066
698262614669991936,1785,4373
698195409219559425,5422,15430
698178924120031232,672,2577
697995514407682048,303,1402
697990423684476929,1167,3002
697943111201378304,605,2182
697881462549430272,1048,2770
697630435728322560,494,1591
697616773278015490,916,2877
697596423848730625,1128,2752
697575480820686848,451,1873
697516214579523584,983,1858
697482927769255936,596,2225
697463031882764288,1261,3150
697270446429966336,1704,4336
697259378236399616,895,3024
697255105972801536,1051,2830
697242256848379904,614,2318
696900204696625153,932,2901
696894894812565505,614,2153
696886256886657024,1619,4421
696877980375769088,636,2250
696754882863349760,327,1365
696744641916489729,829,1883
696713835009417216,582,2167
696518437233913856,1559,3614
696490539101908992,126,1126
696488710901260288,925,2295
696405997980676096,1046,2914
696100768806522880,582,1767
695816827381944320,1049,2745
695794761660297217,704,2905
695767669421768709,663,1701
695629776980148225,1882,4168
695446424020918272,1643,4077
695409464418041856,3222,7945
695314793360662529,1291,3313
695095422348574720,545,2445
695074328191332352,985,2598
695064344191721472,527,1469
695051054296211456,715,2424
694925794720792577,814,2481
694905863685980160,830,2520
694669722378485760,12995,32839
694356675654983680,250,1383
694352839993344000,537,1869
694342028726001664,430,1454
694329668942569472,449,1813
694206574471057408,1841,3799
694183373896572928,839,2696
694001791655137281,921,3125
693993230313091072,356,1724
693942351086120961,327,1616
693647888581312512,516,2466
693644216740769793,115,1263
693642232151285760,376,2337
693629975228977152,719,2254
693622659251335168,335,1414
693590843962331137,1772,4635
693582294167244802,222,1513
693486665285931008,561,1623
693280720173801472,1116,3076
693267061318012928,730,2193
693262851218264065,450,2036
693231807727280129,666,2645
693155686491000832,2879,7230
693109034023534592,548,1555
693095443459342336,401,1692
692919143163629568,692,2492
692905862751522816,785,2232
692901601640583168,533,1608
692894228850999298,714,2070
692828166163931137,793,2645
692752401762250755,3289,6243
692568918515392513,1388,4007
692535307825213440,1226,2885
692530551048294401,366,1689
692423280028966913,195,1366
692417313023332352,3118,8612
692187005137076224,741,2323
692158366030913536,717,1960
692142790915014657,352,1502
692041934689402880,1127,3105
692017291282812928,866,2663
691820333922455552,1479,3617
691793053716221953,3807,7445
691756958957883396,881,2587
691675652215414786,458,1787
691483041324204033,499,2182
691459709405118465,1012,3706
691444869282295808,746,2423
691416866452082688,6866,17736
691321916024623104,595,2367
691096613310316544,791,2746
691090071332753408,305,1596
690989312272396288,2598,5421
690959652130045952,1108,3297
690938899477221376,1736,3755
690932576555528194,898,3013
690735892932222976,1141,3475
690728923253055490,464,1990
690690673629138944,742,2137
690649993829576704,245,1196
690607260360429569,14,279
690597161306841088,544,1777
690400367696297985,406,1736
690374419777196032,757,2957
690360449368465409,785,2435
690348396616552449,460,1363
690248561355657216,369,1534
690021994562220032,914,2569
690015576308211712,656,2289
690005060500217858,1531,3358
689999384604450816,328,1301
689993469801164801,403,1347
689977555533848577,406,1259
689905486972461056,618,2250
689877686181715968,1037,2788
689835978131935233,687,2010
689661964914655233,848,2983
689659372465688576,3450,9477
689623661272240129,576,2027
689599056876867584,4993,10693
689557536375177216,401,1891
689517482558820352,1289,3114
689289219123089408,843,2063
689283819090870273,996,3001
689280876073582592,637,1816
689275259254616065,223,1049
689255633275777024,966,2337
689154315265683456,894,2843
689143371370250240,454,1857
688916208532455424,770,2485
688908934925697024,705,1933
688898160958271489,707,1915
688894073864884227,617,2055
688828561667567616,320,1268
688804835492233216,167,884
688789766343622656,602,2042
688547210804498433,624,2384
688519176466644993,654,2141
688385280030670848,4060,8471
688211956440801280,748,2066
688179443353796608,525,1970
688116655151435777,695,2602
688064179421470721,320,1587
687841446767013888,2232,4991
687826841265172480,1003,2505
687818504314159109,860,2276
687807801670897665,654,2192
687732144991551489,591,1611
687704180304273409,763,2232
687664829264453632,468,1790
687494652870668288,524,1748
687480748861947905,219,1467
687476254459715584,478,1818
687460506001633280,490,1896
687399393394311168,550,1732
687317306314240000,8293,18554
687312378585812992,1723,3990
687127927494963200,2036,4954
687124485711986689,459,2012
687109925361856513,2221,5342
687102708889812993,867,2160
687096057537363968,549,2073
686947101016735744,2891,7940
686760001961103360,1251,3223
686749460672679938,1309,3190
686730991906516992,1086,3780
686683045143953408,727,2600
686618349602762752,1231,3397
686606069955735556,489,1739
686394059078897668,629,1580
686386521809772549,789,2992
686377065986265092,513,2036
686358356425093120,593,1987
686286779679375361,1515,3695
686050296934563840,663,2063
686035780142297088,103,1058
686034024800862208,1030,2826
686007916130873345,361,2266
686003207160610816,560,1671
685973236358713344,474,1930
685943807276412928,530,1493
685906723014619143,2577,6855
685681090388975616,110,1878
685667379192414208,506,2181
685663452032069632,1326,2952
685641971164143616,693,2682
685547936038666240,14018,30168
685532292383666176,1042,2794
685325112850124800,3560,8633
685321586178670592,576,2432
685315239903100929,940,3018
685307451701334016,393,1914
685268753634967552,1067,2823
685198997565345792,587,2123
685169283572338688,1269,3758
684969860808454144,326,2213
684959798585110529,2798,6260
684940049151070208,940,2955
684926975086034944,417,3200
684914660081053696,1314,3206
684902183876321280,462,1707
684880619965411328,722,1919
684830982659280897,19540,32130
684800227459624960,898,2505
684594889858887680,3156,8138
684588130326986752,1272,3792
684567543613382656,1094,2741
684538444857667585,850,2424
684481074559381504,1067,3547
684460069371654144,501,1806
684241637099323392,2926,7442
684225744407494656,183,1136
684222868335505415,1231,3495
684200372118904832,941,1967
684195085588783105,452,1747
684188786104872960,1042,3199
684177701129875456,590,1857
684147889187209216,1356,2722
684122891630342144,425,1851
684097758874210310,1289,3762
683857920510050305,1013,3494
683852578183077888,315,1783
683849932751646720,847,2392
683834909291606017,1015,2395
683828599284170753,966,2569
683773439333797890,1215,3056
683742671509258241,2985,5936
683515932363329536,2594,6757
683498322573824003,872,2913
683481228088049664,900,2429
683462770029932544,619,2232
683449695444799489,1451,3559
683391852557561860,2164,7004
683357973142474752,819,2652
683142553609318400,930,2637
683111407806746624,813,3117
683098815881154561,587,1986
683078886620553216,516,1846
683030066213818368,664,1988
682962037429899265,14768,33550
682808988178739200,153,1622
682788441537560576,1013,2271
682750546109968385,397,1391
682697186228989953,332,1204
682662431982772225,979,2797
682638830361513985,533,1895
682429480204398592,1038,3161
682406705142087680,1578,6925
682393905736888321,592,2055
682389078323662849,422,1529
682303737705140231,879,2806
682259524040966145,1071,3781
682242692827447297,1032,2948
682088079302213632,8813,16660
682059653698686977,1520,4516
682047327939461121,842,2940
682032003584274432,1780,6008
682003177596559360,1358,2834
681981167097122816,911,2579
681891461017812993,742,2261
681694085539872773,3668,11756
681679526984871937,398,1628
681654059175129088,816,2406
681610798867845120,415,1721
681579835668455424,1169,3230
681523177663676416,5168,13070
681340665377193984,245,1512
681339448655802368,3680,8516
681320187870711809,670,2396
681302363064414209,1615,3574
681297372102656000,847,2943
681281657291280384,989,2948
681261549936340994,235,1327
681242418453299201,467,1357
681231109724700672,432,2222
681193455364796417,1323,3389
680970795137544192,579,2195
680959110691590145,1808,4186
680940246314430465,932,2900
680934982542561280,391,1899
680913438424612864,562,2197
680889648562991104,321,1598
680836378243002368,1177,3162
680805554198020098,606,1954
680801747103793152,738,2175
680798457301471234,934,2589
680609293079592961,621,2399
680583894916304897,1181,3285
680497766108381184,1721,3861
680494726643068929,435,1565
680473011644985345,661,2331
680440374763077632,436,1315
680221482581123072,259,1349
680206703334408192,1031,2570
680191257256136705,438,1967
680176173301628928,1384,3532
680161097740095489,665,2123
680145970311643136,1545,3292
680130881361686529,849,2098
680115823365742593,819,2482
680100725817409536,1236,3279
680085611152338944,8083,11662
680070545539371008,771,2373
679877062409191424,573,1774
679872969355714560,594,2000
679862121895714818,551,2234
679854723806179328,1093,2595
679844490799091713,681,2173
679828447187857408,12473,32870
679777920601223168,987,2842
679736210798047232,712,1902
679729593985699840,741,1984
679722016581222400,424,1529
679530280114372609,1866,4341
679527802031484928,644,2404
679511351870550016,1136,3044
679503373272485890,1325,2888
679475951516934144,573,1907
679462823135686656,16873,29198
679405845277462528,1065,2145
679158373988876288,7179,19284
679148763231985668,916,2538
679132435750195208,1031,2682
679111216690831360,2295,5389
679062614270468097,7148,15391
679047485189439488,583,2050
679001094530465792,1085,2579
678991772295516161,1009,2054
678969228704284672,407,1495
678800283649069056,812,2344
678798276842360832,1019,3146
678774928607469569,813,2559
678767140346941444,1216,3200
678764513869611008,412,1471
678755239630127104,2908,6439
678740035362037760,1476,3370
678708137298427904,2170,5092
678675843183484930,1307,2582
678643457146150913,359,1867
678446151570427904,1361,3635
678424312106393600,2253,4964
678410210315247616,1599,3799
678399652199309312,28375,72951
678396796259975168,371,1440
678389028614488064,379,1704
678380236862578688,818,2217
678341075375947776,470,1564
678334497360859136,222,1175
678278586130948096,5457,10353
678255464182861824,326,1443
678023323247357953,340,1734
678021115718029313,5571,12273
677961670166224897,1514,3112
677918531514703872,362,1212
677895101218201600,1829,4365
677716515794329600,869,2770
677700003327029250,1279,3093
677698403548192770,285,1110
677687604918272002,748,2241
677673981332312066,1336,3016
677662372920729601,838,1769
677644091929329666,723,1702
677573743309385728,594,1927
677565715327688705,408,1184
677557565589463040,1008,2203
677547928504967168,3275,6273
677530072887205888,202,963
677335745548390400,1541,2742
677334615166730240,248,1217
677331501395156992,206,984
677328882937298944,1331,3310
677314812125323265,467,1489
677301033169788928,354,1107
677269281705472000,631,1786
677228873407442944,1450,3188
677187300187611136,803,2476
676975532580409345,945,2512
676957860086095872,718,2014
676949632774234114,348,1176
676948236477857792,769,1942
676946864479084545,325,1571
676942428000112642,664,1863
676936541936185344,4402,11538
676916996760600576,1606,2677
676897532954456065,646,2042
676864501615042560,621,1878
676821958043033607,13680,20566
676819651066732545,598,1649
676811746707918848,377,1300
676776431406465024,1789,4490
676617503762681856,851,2608
676613908052996102,174,980
676606785097199616,385,1715
676603393314578432,337,1031
676593408224403456,1875,4103
676590572941893632,109,835
676588346097852417,693,2068
676582956622721024,251,1068
676575501977128964,981,2318
676533798876651520,486,1693
676496375194980353,466,1366
676470639084101634,4146,10499
676440007570247681,585,1555
676430933382295552,302,1257
676263575653122048,482,1883
676237365392908289,248,1085
676219687039057920,27548,70391
676215927814406144,516,1560
676191832485810177,914,2047
676146341966438401,582,1744
676121918416756736,1020,1949
676101918813499392,1043,2567
676098748976615425,1240,2661
676089483918516224,387,1176
675898130735476737,503,1439
675891555769696257,759,1916
675888385639251968,833,2104
675878199931371520,1232,3770
675870721063669760,495,1463
675853064436391936,1127,2412
675849018447167488,123,861
675845657354215424,772,2035
675822767435051008,474,1381
675820929667219457,205,956
675798442703122432,3033,9274
675781562965868544,416,1447
675740360753160193,294,1054
675710890956750848,715,1678
675707330206547968,594,1782
675706639471788032,84,580
675534494439489536,359,1655
675531475945709568,329,1061
675522403582218240,249,937
675517828909424640,405,1140
675501075957489664,5188,15457
675497103322386432,1125,2810
675489971617296384,526,1144
675483430902214656,848,1653
675432746517426176,499,1356
675372240448454658,450,1519
675362609739206656,192,940
675354435921575936,14803,29274
675349384339542016,1987,3505
675334060156301312,1123,2469
675166823650848770,1373,3157
675153376133427200,2245,5562
675149409102012420,1493,3337
675147105808306176,196,841
675146535592706048,254,1050
675145476954566656,777,1905
675135153782571009,408,1158
675113801096802304,683,1728
675111688094527488,212,868
675109292475830276,993,2506
675047298674663426,273,925
675015141583413248,1029,2399
675006312288268288,200,877
675003128568291329,405,1386
674999807681908736,950,1989
674805413498527744,314,756
674800520222154752,743,2677
674793399141146624,950,2215
674790488185167872,216,981
674788554665512960,181,718
674781762103414784,1037,1794
674774481756377088,405,981
674767892831932416,686,1618
674764817387900928,200,698
674754018082705410,380,1226
674752233200820224,397,1305
674743008475090944,461,1258
674742531037511680,44,431
674739953134403584,326,963
674737130913071104,80,578
674690135443775488,408,1021
674670581682434048,562,1443
674664755118911488,203,809
674646392044941312,427,1272
674644256330530816,239,920
674638615994089473,509,1505
674632714662858753,497,1333
674606911342424069,86,835
674468880899788800,1768,5527
674447403907457024,314,950
674436901579923456,343,987
674422304705744896,463,1279
674416750885273600,114,609
674410619106390016,397,1066
674394782723014656,487,1332
674372068062928900,279,767
674330906434379776,64,501
674318007229923329,447,1247
674307341513269249,5993,10075
674291837063053312,5111,13101
674271431610523648,640,1388
674269164442398721,201,821
674265582246694913,724,1456
674262580978937856,380,1172
674255168825880576,463,1294
674082852460433408,144,676
674075285688614912,245,885
674063288070742018,1900,5692
674053186244734976,1119,2931
674051556661161984,427,1285
674045139690631169,561,1263
674042553264685056,109,631
674038233588723717,365,971
674036086168010753,180,756
674024893172875264,1078,1578
674019345211760640,264,1006
674014384960745472,556,1380
674008982932058114,297,1078
673956914389192708,829,1741
673919437611909120,325,1053
673906403526995968,1425,2834
673887867907739649,218,832
673716320723169284,667,2771
673715861853720576,1799,3143
673711475735838725,262,935
673709992831262724,233,745
673708611235921920,252,946
673707060090052608,344,982
673705679337693185,357,1121
673700254269775872,497,1277
673697980713705472,1681,3485
673689733134946305,566,1528
673688752737402881,435,1122
673686845050527744,373,1270
673680198160809984,413,1224
673662677122719744,326,1121
673656262056419329,198,649
673636718965334016,307,991
673612854080196609,627,1416
673583129559498752,311,1057
673580926094458881,237,730
673576835670777856,485,1223
673363615379013632,266,925
673359818736984064,590,1283
673355879178194945,489,1331
673352124999274496,471,1488
673350198937153538,183,679
673345638550134785,1095,2216
673343217010679808,234,852
673342308415348736,490,1123
673320132811366400,6826,11881
673317986296586240,215,776
673295268553605120,2730,6683
673270968295534593,311,947
673240798075449344,610,1269
673213039743795200,723,1955
673148804208660480,547,1482
672997845381865473,629,1743
672995267319328768,250,838
672988786805112832,253,869
672984142909456390,468,1107
672980819271634944,882,1617
672975131468300288,772,1486
672970152493887488,300,832
672968025906282496,465,1172
672964561327235073,553,1256
672902681409806336,422,1225
672898206762672129,359,786
672884426393653248,720,1360
672877615439593473,297,904
672834301050937345,500,1149
672828477930868736,415,1107
672640509974827008,270,870
672622327801233409,417,1143
672614745925664768,509,1079
672609152938721280,334,960
672604026190569472,333,961
672594978741354496,526,1171
672591762242805761,281,833
672591271085670400,156,638
672538107540070400,315,892
672523490734551040,146,551
672488522314567680,371,988
672482722825261057,516,988
672481316919734272,110,636
672475084225949696,603,1286
672466075045466113,445,1186
672272411274932228,2913,5684
672267570918129665,529,1307
672264251789176834,283,1005
672256522047614977,1318,2498
672254177670729728,644,1270
672248013293752320,518,1524
672245253877968896,129,605
672239279297454080,275,801
672231046314901505,875,1612
672222792075620352,175,699
672205392827572224,997,1977
672169685991993344,317,910
672160042234327040,302,766
672139350159835138,590,1534
672125275208069120,982,2108
672095186491711488,327,873
672082170312290304,317,836
672068090318987265,439,1129
671896809300709376,3658,7565
671891728106971137,477,1169
671882082306625538,1197,3083
671879137494245376,569,1240
671874878652489728,476,1101
671866342182637568,413,990
671855973984772097,369,790
671789708968640512,2981,6284
671768281401958400,429,1043
671763349865160704,765,1486
671744970634719232,655,1198
671743150407421952,200,672
671735591348891648,648,1280
671729906628341761,3769,7455
671561002136281088,6278,11326
671550332464455680,183,808
671547767500775424,494,1201
671544874165002241,889,1720
671542985629241344,481,965
671538301157904385,333,837
671536543010570240,342,1034
671533943490011136,493,896
671528761649688577,214,733
671520732782923777,450,1213
671518598289059840,249,828
671511350426865664,602,1417
671504605491109889,3106,6197
671497587707535361,383,823
671488513339211776,411,881
671486386088865792,171,508
671485057807351808,195,676
671390180817915904,648,1277
671362598324076544,257,973
671357843010908160,133,351
671355857343524864,104,419
671347597085433856,368,831
671186162933985280,176,636
671182547775299584,281,975
671166507850801152,301,774
671163268581498880,962,1451
671159727754231808,67,314
671154572044468225,185,624
671151324042559489,126,587
671147085991960577,191,580
671141549288370177,569,1015
671138694582165504,340,817
671134062904504320,162,652
671122204919246848,2173,3064
671115716440031232,668,1209
671109016219725825,377,1000
670995969505435648,240,963
670842764863651840,7533,21940
670840546554966016,165,521
670838202509447168,596,978
670833812859932673,109,379
670832455012716544,183,641
670826280409919488,3482,4836
670823764196741120,159,671
670822709593571328,82,544
670815497391357952,1306,2762
670811965569282048,229,981
670807719151067136,424,1048
670804601705242624,812,1726
670803562457407488,77,300
670797304698376195,202,656
670792680469889025,236,731
670789397210615808,210,581
670786190031921152,168,526
670783437142401025,329,717
670782429121134593,649,1339
670780561024270336,248,699
670778058496974848,62,297
670764103623966721,370,951
670755717859713024,87,391
670733412878163972,446,845
670727704916926465,312,734
670717338665226240,415,1049
670704688707301377,317,684
670691627984359425,207,514
670679630144274432,239,659
670676092097810432,35,214
670668383499735048,4285,9391
670474236058800128,628,1324
670468609693655041,77,314
670465786746662913,464,852
670452855871037440,174,489
670449342516494336,565,1069
670444955656130560,1731,6026
670442337873600512,175,578
670435821946826752,433,935
670434127938719744,559,1254
670433248821026816,100,295
670428280563085312,519,1220
670427002554466305,141,460
670421925039075328,549,1133
670420569653809152,265,537
670417414769758208,280,500
670411370698022913,763,1785
670408998013820928,186,483
670403879788544000,128,374
670385711116361728,172,488
670374371102445568,236,668
670361874861563904,55,288
670338931251150849,96,371
670319130621435904,1063,3456
670303360680108032,107,381
670290420111441920,249,621
670093938074779648,275,905
670086499208155136,217,618
670079681849372674,1052,1947
670073503555706880,676,1379
670069087419133954,205,548
670061506722140161,287,663
670055038660800512,278,590
670046952931721218,150,574
670040295598354432,96,654
670037189829525505,240,526
670003130994700288,77,294
669993076832759809,70,281
669972011175813120,132,393
669970042633789440,43,270
669942763794931712,131,443
669926384437997569,81,336
669923323644657664,50,201
669753178989142016,338,702
669749430875258880,55,226
669684865554620416,74,445
669683899023405056,93,337
669682095984410625,115,309
669680153564442624,241,579
669661792646373376,363,708
669625907762618368,1557,3095
669603084620980224,316,840
669597912108789760,131,447
669583744538451968,795,1313
669573570759163904,119,387
669571471778410496,875,1399
669567591774625800,45,201
669564461267722241,104,334
669393256313184256,62,311
669375718304980992,624,1166
669371483794317312,147,433
669367896104181761,129,404
669363888236994561,199,556
669359674819481600,103,329
669354382627049472,1081,2367
669353438988365824,224,563
669351434509529089,153,376
669328503091937280,363,901
669327207240699904,101,494
669324657376567296,181,438
669216679721873412,346,1051
669214165781868544,135,383
669203728096960512,404,882
669037058363662336,262,569
669015743032369152,321,647
669006782128353280,209,510
669000397445533696,5486,18590
668994913074286592,186,389
668992363537309700,292,656
668989615043424256,288,592
668988183816871936,389,794
668986018524233728,139,477
668981893510119424,257,478
668979806671884288,289,701
668975677807423489,495,1147
668967877119254528,18,127
668960084974809088,208,616
668955713004314625,63,238
668932921458302977,50,227
668902994700836864,87,276
668892474547511297,125,353
668872652652679168,264,474
668852170888998912,139,408
668826086256599040,112,380
668815180734689280,222,488
668779399630725120,322,626
668655139528511488,185,466
668645506898350081,455,769
668643542311546881,442,777
668641109086707712,464,942
668636665813057536,434,910
668633411083464705,1368,2445
668631377374486528,278,616
668627278264475648,96,280
668625577880875008,110,324
668623201287675904,649,1238
668620235289837568,35,181
668614819948453888,270,541
668587383441514497,915,1464
668567822092664832,46,203
668544745690562560,196,450
668542336805281792,178,401
668537837512433665,61,225
668528771708952576,188,400
668507509523615744,87,275
668496999348633600,114,354
668484198282485761,206,369
668480044826800133,126,391
668466899341221888,438,763
668297328638447616,254,552
668291999406125056,28,213
668286279830867968,115,432
668274247790391296,194,715
668268907921326080,205,480
668256321989451776,514,1141
668248472370458624,405,837
668237644992782336,2403,5409
668226093875376128,85,245
668221241640230912,168,449
668204964695683073,170,484
668190681446379520,171,572
668171859951755264,160,423
668154635664932864,271,435
668142349051129856,236,507
668113020489474048,206,575
667937095915278337,685,1104
667924896115245057,95,263
667915453470232577,46,184
667911425562669056,244,429
667902449697558528,331,752
667886921285246976,905,1639
667885044254572545,395,726
667878741721415682,100,345
667873844930215936,338,547
667866724293877760,893,2701
667861340749471744,69,221
667832474953625600,54,254
667806454573760512,413,923
667801013445750784,80,279
667793409583771648,285,602
667782464991965184,209,362
667773195014021121,44,203
667766675769573376,185,370
667728196545200128,125,323
667724302356258817,264,422
667550904950915073,28,0
667550882905632768,25,0
667549055577362432,1934,5072
667546741521195010,105,303
667544320556335104,452,754
667538891197542400,57,174
667534815156183040,441,712
667530908589760512,205,409
667524857454854144,960,1492
667517642048163840,164,330
667509364010450944,1854,6016
667502640335572993,192,480
667495797102141441,231,456
667491009379606528,187,455
667470559035432960,85,225
667455448082227200,53,170
667453023279554560,72,279
667443425659232256,482,682
667437278097252352,197,395
667435689202614272,76,266
667405339315146752,192,407
667393430834667520,50,167
667369227918143488,142,328
667211855547486208,209,426
667200525029539841,225,539
667192066997374976,86,328
667188689915760640,328,640
667182792070062081,5230,12446
667177989038297088,48,161
667176164155375616,383,521
667174963120574464,69,217
667171260800061440,71,185
